BASIC5000_3404,bas50003404
BASIC5000_4639,bas50004639
BASIC5000_1999,bas50001999
BASIC5000_1741,bas50001741
BASIC5000_1027,bas50001027
BASIC5000_0339,bas50000339
BASIC5000_3630,bas50003630
BASIC5000_3624,bas50003624
BASIC5000_1033,bas50001033
BASIC5000_1755,bas50001755
BASIC5000_3142,bas50003142
BASIC5000_0463,bas50000463
BASIC5000_2274,bas50002274
BASIC5000_4605,bas50004605
BASIC5000_4163,bas50004163
BASIC5000_2512,bas50002512
BASIC5000_0305,bas50000305
BASIC5000_0311,bas50000311
BASIC5000_4177,bas50004177
BASIC5000_3618,bas50003618
BASIC5000_2506,bas50002506
BASIC5000_2260,bas50002260
BASIC5000_4611,bas50004611
BASIC5000_0477,bas50000477
BASIC5000_1769,bas50001769
BASIC5000_1782,bas50001782
BASIC5000_3195,bas50003195
BASIC5000_4822,bas50004822
BASIC5000_4188,bas50004188
BASIC5000_3181,bas50003181
BASIC5000_4836,bas50004836
BASIC5000_1796,bas50001796
BASIC5000_0488,bas50000488
BASIC5000_1966,bas50001966
BASIC5000_3817,bas50003817
BASIC5000_3803,bas50003803
BASIC5000_1972,bas50001972
BASIC5000_3022,bas50003022
BASIC5000_4995,bas50004995
BASIC5000_1635,bas50001635
BASIC5000_1153,bas50001153
BASIC5000_3744,bas50003744
BASIC5000_3988,bas50003988
BASIC5000_3750,bas50003750
BASIC5000_0259,bas50000259
BASIC5000_1147,bas50001147
BASIC5000_1621,bas50001621
BASIC5000_4759,bas50004759
BASIC5000_3036,bas50003036
BASIC5000_4981,bas50004981
BASIC5000_2328,bas50002328
BASIC5000_1609,bas50001609
BASIC5000_0517,bas50000517
BASIC5000_4771,bas50004771
BASIC5000_2300,bas50002300
BASIC5000_2466,bas50002466
BASIC5000_3778,bas50003778
BASIC5000_4017,bas50004017
BASIC5000_0271,bas50000271
BASIC5000_0265,bas50000265
BASIC5000_2472,bas50002472
BASIC5000_4003,bas50004003
BASIC5000_4765,bas50004765
BASIC5000_2314,bas50002314
BASIC5000_0503,bas50000503
BASIC5000_4956,bas50004956
BASIC5000_3787,bas50003787
BASIC5000_2499,bas50002499
BASIC5000_1190,bas50001190
BASIC5000_1184,bas50001184
BASIC5000_3793,bas50003793
BASIC5000_4942,bas50004942
BASIC5000_1812,bas50001812
BASIC5000_3963,bas50003963
BASIC5000_3977,bas50003977
BASIC5000_1806,bas50001806
BASIC5000_2880,bas50002880
BASIC5000_4229,bas50004229
BASIC5000_3546,bas50003546
BASIC5000_2658,bas50002658
BASIC5000_1351,bas50001351
BASIC5000_0729,bas50000729
BASIC5000_1437,bas50001437
BASIC5000_3220,bas50003220
BASIC5000_3234,bas50003234
BASIC5000_1423,bas50001423
BASIC5000_1345,bas50001345
BASIC5000_2894,bas50002894
BASIC5000_3552,bas50003552
BASIC5000_0073,bas50000073
BASIC5000_4215,bas50004215
BASIC5000_2664,bas50002664
BASIC5000_2102,bas50002102
BASIC5000_4573,bas50004573
BASIC5000_0715,bas50000715
BASIC5000_0701,bas50000701
BASIC5000_2116,bas50002116
BASIC5000_3208,bas50003208
BASIC5000_4567,bas50004567
BASIC5000_4201,bas50004201
BASIC5000_2670,bas50002670
BASIC5000_1379,bas50001379
BASIC5000_0067,bas50000067
BASIC5000_1392,bas50001392
BASIC5000_2843,bas50002843
BASIC5000_3585,bas50003585
BASIC5000_0932,bas50000932
BASIC5000_0926,bas50000926
BASIC5000_4598,bas50004598
BASIC5000_2857,bas50002857
BASIC5000_3591,bas50003591
BASIC5000_0098,bas50000098
BASIC5000_1386,bas50001386
BASIC5000_4599,bas50004599
BASIC5000_0927,bas50000927
BASIC5000_1387,bas50001387
BASIC5000_0099,bas50000099
BASIC5000_3590,bas50003590
BASIC5000_2856,bas50002856
BASIC5000_3584,bas50003584
BASIC5000_2842,bas50002842
BASIC5000_1393,bas50001393
BASIC5000_0933,bas50000933
BASIC5000_4566,bas50004566
BASIC5000_3209,bas50003209
BASIC5000_2117,bas50002117
BASIC5000_0700,bas50000700
BASIC5000_0066,bas50000066
BASIC5000_1378,bas50001378
BASIC5000_2671,bas50002671
BASIC5000_4200,bas50004200
BASIC5000_2665,bas50002665
BASIC5000_4214,bas50004214
BASIC5000_0072,bas50000072
BASIC5000_0714,bas50000714
BASIC5000_4572,bas50004572
BASIC5000_2103,bas50002103
BASIC5000_1422,bas50001422
BASIC5000_3235,bas50003235
BASIC5000_3553,bas50003553
BASIC5000_2895,bas50002895
BASIC5000_1344,bas50001344
BASIC5000_1350,bas50001350
BASIC5000_2659,bas50002659
BASIC5000_3547,bas50003547
BASIC5000_4228,bas50004228
BASIC5000_2881,bas50002881
BASIC5000_3221,bas50003221
BASIC5000_1436,bas50001436
BASIC5000_0728,bas50000728
BASIC5000_3976,bas50003976
BASIC5000_1807,bas50001807
BASIC5000_1813,bas50001813
BASIC5000_3962,bas50003962
BASIC5000_3792,bas50003792
BASIC5000_1185,bas50001185
BASIC5000_4943,bas50004943
BASIC5000_4957,bas50004957
BASIC5000_1191,bas50001191
BASIC5000_2498,bas50002498
BASIC5000_3786,bas50003786
BASIC5000_4002,bas50004002
BASIC5000_2473,bas50002473
BASIC5000_0264,bas50000264
BASIC5000_0502,bas50000502
BASIC5000_2315,bas50002315
BASIC5000_4764,bas50004764
BASIC5000_2301,bas50002301
BASIC5000_4770,bas50004770
BASIC5000_0516,bas50000516
BASIC5000_1608,bas50001608
BASIC5000_0270,bas50000270
BASIC5000_4016,bas50004016
BASIC5000_3779,bas50003779
BASIC5000_2467,bas50002467
BASIC5000_1146,bas50001146
BASIC5000_0258,bas50000258
BASIC5000_3751,bas50003751
BASIC5000_3989,bas50003989
BASIC5000_2329,bas50002329
BASIC5000_4980,bas50004980
BASIC5000_3037,bas50003037
BASIC5000_4758,bas50004758
BASIC5000_1620,bas50001620
BASIC5000_1634,bas50001634
BASIC5000_4994,bas50004994
BASIC5000_3023,bas50003023
BASIC5000_3745,bas50003745
BASIC5000_1152,bas50001152
BASIC5000_3802,bas50003802
BASIC5000_1973,bas50001973
BASIC5000_1967,bas50001967
BASIC5000_3816,bas50003816
BASIC5000_4189,bas50004189
BASIC5000_0489,bas50000489
BASIC5000_1797,bas50001797
BASIC5000_4837,bas50004837
BASIC5000_3180,bas50003180
BASIC5000_4823,bas50004823
BASIC5000_3194,bas50003194
BASIC5000_1783,bas50001783
BASIC5000_2507,bas50002507
BASIC5000_3619,bas50003619
BASIC5000_4176,bas50004176
BASIC5000_0310,bas50000310
BASIC5000_1768,bas50001768
BASIC5000_0476,bas50000476
BASIC5000_4610,bas50004610
BASIC5000_2261,bas50002261
BASIC5000_4604,bas50004604
BASIC5000_2275,bas50002275
BASIC5000_0462,bas50000462
BASIC5000_0304,bas50000304
BASIC5000_2513,bas50002513
BASIC5000_4162,bas50004162
BASIC5000_1032,bas50001032
BASIC5000_3625,bas50003625
BASIC5000_3143,bas50003143
BASIC5000_1754,bas50001754
BASIC5000_1740,bas50001740
BASIC5000_1998,bas50001998
BASIC5000_4638,bas50004638
BASIC5000_3157,bas50003157
BASIC5000_2249,bas50002249
BASIC5000_3631,bas50003631
BASIC5000_0338,bas50000338
BASIC5000_1026,bas50001026
BASIC5000_3382,bas50003382
BASIC5000_1595,bas50001595
BASIC5000_0853,bas50000853
BASIC5000_2922,bas50002922
BASIC5000_2936,bas50002936
BASIC5000_1581,bas50001581
BASIC5000_0847,bas50000847
BASIC5000_3396,bas50003396
BASIC5000_2088,bas50002088
BASIC5000_2063,bas50002063
BASIC5000_4412,bas50004412
BASIC5000_0674,bas50000674
BASIC5000_0112,bas50000112
BASIC5000_4374,bas50004374
BASIC5000_2705,bas50002705
BASIC5000_4360,bas50004360
BASIC5000_2711,bas50002711
BASIC5000_1218,bas50001218
BASIC5000_0106,bas50000106
BASIC5000_0660,bas50000660
BASIC5000_2077,bas50002077
BASIC5000_3369,bas50003369
BASIC5000_4406,bas50004406
BASIC5000_0648,bas50000648
BASIC5000_1556,bas50001556
BASIC5000_0890,bas50000890
BASIC5000_3341,bas50003341
BASIC5000_4348,bas50004348
BASIC5000_3427,bas50003427
BASIC5000_2739,bas50002739
BASIC5000_1230,bas50001230
BASIC5000_1224,bas50001224
BASIC5000_3433,bas50003433
BASIC5000_3355,bas50003355
BASIC5000_1542,bas50001542
BASIC5000_0884,bas50000884
BASIC5000_4402,bas50004402
BASIC5000_2073,bas50002073
BASIC5000_0664,bas50000664
BASIC5000_0102,bas50000102
BASIC5000_2715,bas50002715
BASIC5000_4364,bas50004364
BASIC5000_2701,bas50002701
BASIC5000_4370,bas50004370
BASIC5000_0116,bas50000116
BASIC5000_1208,bas50001208
BASIC5000_0670,bas50000670
BASIC5000_3379,bas50003379
BASIC5000_4416,bas50004416
BASIC5000_2067,bas50002067
BASIC5000_1546,bas50001546
BASIC5000_0880,bas50000880
BASIC5000_0658,bas50000658
BASIC5000_3351,bas50003351
BASIC5000_2729,bas50002729
BASIC5000_4358,bas50004358
BASIC5000_3437,bas50003437
BASIC5000_1220,bas50001220
BASIC5000_1234,bas50001234
BASIC5000_3423,bas50003423
BASIC5000_3345,bas50003345
BASIC5000_1552,bas50001552
BASIC5000_0894,bas50000894
BASIC5000_3392,bas50003392
BASIC5000_1585,bas50001585
BASIC5000_0843,bas50000843
BASIC5000_2932,bas50002932
BASIC5000_2926,bas50002926
BASIC5000_1591,bas50001591
BASIC5000_0857,bas50000857
BASIC5000_2098,bas50002098
BASIC5000_3386,bas50003386
BASIC5000_3609,bas50003609
BASIC5000_4166,bas50004166
BASIC5000_2517,bas50002517
BASIC5000_0300,bas50000300
BASIC5000_0466,bas50000466
BASIC5000_1778,bas50001778
BASIC5000_2271,bas50002271
BASIC5000_4600,bas50004600
BASIC5000_2265,bas50002265
BASIC5000_4614,bas50004614
BASIC5000_0472,bas50000472
BASIC5000_0314,bas50000314
BASIC5000_4172,bas50004172
BASIC5000_2503,bas50002503
BASIC5000_1022,bas50001022
BASIC5000_3635,bas50003635
BASIC5000_3153,bas50003153
BASIC5000_1744,bas50001744
BASIC5000_1988,bas50001988
BASIC5000_1750,bas50001750
BASIC5000_2259,bas50002259
BASIC5000_4628,bas50004628
BASIC5000_3147,bas50003147
BASIC5000_3621,bas50003621
BASIC5000_1036,bas50001036
BASIC5000_0328,bas50000328
BASIC5000_3812,bas50003812
BASIC5000_1963,bas50001963
BASIC5000_1977,bas50001977
BASIC5000_3806,bas50003806
BASIC5000_4199,bas50004199
BASIC5000_1787,bas50001787
BASIC5000_0499,bas50000499
BASIC5000_3190,bas50003190
BASIC5000_4827,bas50004827
BASIC5000_3184,bas50003184
BASIC5000_4833,bas50004833
BASIC5000_1793,bas50001793
BASIC5000_2463,bas50002463
BASIC5000_4012,bas50004012
BASIC5000_0274,bas50000274
BASIC5000_0512,bas50000512
BASIC5000_4774,bas50004774
BASIC5000_2305,bas50002305
BASIC5000_4760,bas50004760
BASIC5000_2311,bas50002311
BASIC5000_1618,bas50001618
BASIC5000_0506,bas50000506
BASIC5000_0260,bas50000260
BASIC5000_2477,bas50002477
BASIC5000_4006,bas50004006
BASIC5000_3769,bas50003769
BASIC5000_0248,bas50000248
BASIC5000_1156,bas50001156
BASIC5000_3999,bas50003999
BASIC5000_3741,bas50003741
BASIC5000_3027,bas50003027
BASIC5000_4748,bas50004748
BASIC5000_4990,bas50004990
BASIC5000_2339,bas50002339
BASIC5000_1630,bas50001630
BASIC5000_1624,bas50001624
BASIC5000_3033,bas50003033
BASIC5000_4984,bas50004984
BASIC5000_3755,bas50003755
BASIC5000_1142,bas50001142
BASIC5000_3966,bas50003966
BASIC5000_1817,bas50001817
BASIC5000_1803,bas50001803
BASIC5000_3972,bas50003972
BASIC5000_3782,bas50003782
BASIC5000_1195,bas50001195
BASIC5000_4953,bas50004953
BASIC5000_4947,bas50004947
BASIC5000_1181,bas50001181
BASIC5000_3796,bas50003796
BASIC5000_2488,bas50002488
BASIC5000_2107,bas50002107
BASIC5000_4576,bas50004576
BASIC5000_3219,bas50003219
BASIC5000_0710,bas50000710
BASIC5000_1368,bas50001368
BASIC5000_0076,bas50000076
BASIC5000_4210,bas50004210
BASIC5000_2661,bas50002661
BASIC5000_4204,bas50004204
BASIC5000_2675,bas50002675
BASIC5000_0062,bas50000062
BASIC5000_0704,bas50000704
BASIC5000_2113,bas50002113
BASIC5000_4562,bas50004562
BASIC5000_1432,bas50001432
BASIC5000_3225,bas50003225
BASIC5000_3543,bas50003543
BASIC5000_2885,bas50002885
BASIC5000_1354,bas50001354
BASIC5000_1340,bas50001340
BASIC5000_3557,bas50003557
BASIC5000_2891,bas50002891
BASIC5000_4238,bas50004238
BASIC5000_2649,bas50002649
BASIC5000_3231,bas50003231
BASIC5000_0738,bas50000738
BASIC5000_1426,bas50001426
BASIC5000_4589,bas50004589
BASIC5000_0937,bas50000937
BASIC5000_0089,bas50000089
BASIC5000_1397,bas50001397
BASIC5000_3580,bas50003580
BASIC5000_2846,bas50002846
BASIC5000_3594,bas50003594
BASIC5000_2852,bas50002852
BASIC5000_1383,bas50001383
BASIC5000_0923,bas50000923
BASIC5000_1382,bas50001382
BASIC5000_2853,bas50002853
BASIC5000_3595,bas50003595
BASIC5000_0922,bas50000922
BASIC5000_0936,bas50000936
BASIC5000_4588,bas50004588
BASIC5000_2847,bas50002847
BASIC5000_3581,bas50003581
BASIC5000_1396,bas50001396
BASIC5000_0088,bas50000088
BASIC5000_2648,bas50002648
BASIC5000_4239,bas50004239
BASIC5000_2890,bas50002890
BASIC5000_3556,bas50003556
BASIC5000_1341,bas50001341
BASIC5000_1427,bas50001427
BASIC5000_0739,bas50000739
BASIC5000_3230,bas50003230
BASIC5000_3224,bas50003224
BASIC5000_1433,bas50001433
BASIC5000_1355,bas50001355
BASIC5000_2884,bas50002884
BASIC5000_3542,bas50003542
BASIC5000_0063,bas50000063
BASIC5000_2674,bas50002674
BASIC5000_4205,bas50004205
BASIC5000_4563,bas50004563
BASIC5000_2112,bas50002112
BASIC5000_0705,bas50000705
BASIC5000_0711,bas50000711
BASIC5000_3218,bas50003218
BASIC5000_4577,bas50004577
BASIC5000_2106,bas50002106
BASIC5000_2660,bas50002660
BASIC5000_4211,bas50004211
BASIC5000_0077,bas50000077
BASIC5000_1369,bas50001369
BASIC5000_4946,bas50004946
BASIC5000_2489,bas50002489
BASIC5000_3797,bas50003797
BASIC5000_1180,bas50001180
BASIC5000_1194,bas50001194
BASIC5000_3783,bas50003783
BASIC5000_4952,bas50004952
BASIC5000_1802,bas50001802
BASIC5000_3973,bas50003973
BASIC5000_3967,bas50003967
BASIC5000_1816,bas50001816
BASIC5000_4985,bas50004985
BASIC5000_3032,bas50003032
BASIC5000_1625,bas50001625
BASIC5000_1143,bas50001143
BASIC5000_3754,bas50003754
BASIC5000_3740,bas50003740
BASIC5000_3998,bas50003998
BASIC5000_1157,bas50001157
BASIC5000_0249,bas50000249
BASIC5000_1631,bas50001631
BASIC5000_2338,bas50002338
BASIC5000_4991,bas50004991
BASIC5000_4749,bas50004749
BASIC5000_3026,bas50003026
BASIC5000_0507,bas50000507
BASIC5000_1619,bas50001619
BASIC5000_2310,bas50002310
BASIC5000_4761,bas50004761
BASIC5000_3768,bas50003768
BASIC5000_4007,bas50004007
BASIC5000_2476,bas50002476
BASIC5000_0261,bas50000261
BASIC5000_0275,bas50000275
BASIC5000_4013,bas50004013
BASIC5000_2462,bas50002462
BASIC5000_2304,bas50002304
BASIC5000_4775,bas50004775
BASIC5000_0513,bas50000513
BASIC5000_1792,bas50001792
BASIC5000_4832,bas50004832
BASIC5000_3185,bas50003185
BASIC5000_4198,bas50004198
BASIC5000_4826,bas50004826
BASIC5000_3191,bas50003191
BASIC5000_0498,bas50000498
BASIC5000_1786,bas50001786
BASIC5000_1976,bas50001976
BASIC5000_3807,bas50003807
BASIC5000_3813,bas50003813
BASIC5000_1962,bas50001962
BASIC5000_3146,bas50003146
BASIC5000_4629,bas50004629
BASIC5000_2258,bas50002258
BASIC5000_1751,bas50001751
BASIC5000_1989,bas50001989
BASIC5000_0329,bas50000329
BASIC5000_1037,bas50001037
BASIC5000_3620,bas50003620
BASIC5000_3634,bas50003634
BASIC5000_1023,bas50001023
BASIC5000_1745,bas50001745
BASIC5000_3152,bas50003152
BASIC5000_0473,bas50000473
BASIC5000_4615,bas50004615
BASIC5000_2264,bas50002264
BASIC5000_2502,bas50002502
BASIC5000_4173,bas50004173
BASIC5000_0315,bas50000315
BASIC5000_0301,bas50000301
BASIC5000_2516,bas50002516
BASIC5000_4167,bas50004167
BASIC5000_3608,bas50003608
BASIC5000_4601,bas50004601
BASIC5000_2270,bas50002270
BASIC5000_1779,bas50001779
BASIC5000_0467,bas50000467
BASIC5000_2927,bas50002927
BASIC5000_3387,bas50003387
BASIC5000_2099,bas50002099
BASIC5000_0856,bas50000856
BASIC5000_1590,bas50001590
BASIC5000_0842,bas50000842
BASIC5000_1584,bas50001584
BASIC5000_3393,bas50003393
BASIC5000_2933,bas50002933
BASIC5000_3422,bas50003422
BASIC5000_1235,bas50001235
BASIC5000_0895,bas50000895
BASIC5000_1553,bas50001553
BASIC5000_3344,bas50003344
BASIC5000_3350,bas50003350
BASIC5000_0659,bas50000659
BASIC5000_0881,bas50000881
BASIC5000_1547,bas50001547
BASIC5000_1221,bas50001221
BASIC5000_3436,bas50003436
BASIC5000_4359,bas50004359
BASIC5000_2728,bas50002728
BASIC5000_1209,bas50001209
BASIC5000_0117,bas50000117
BASIC5000_4371,bas50004371
BASIC5000_2700,bas50002700
BASIC5000_2066,bas50002066
BASIC5000_4417,bas50004417
BASIC5000_3378,bas50003378
BASIC5000_0671,bas50000671
BASIC5000_0665,bas50000665
BASIC5000_2072,bas50002072
BASIC5000_4403,bas50004403
BASIC5000_4365,bas50004365
BASIC5000_2714,bas50002714
BASIC5000_0103,bas50000103
BASIC5000_0673,bas50000673
BASIC5000_4415,bas50004415
BASIC5000_2064,bas50002064
BASIC5000_2702,bas50002702
BASIC5000_4373,bas50004373
BASIC5000_0115,bas50000115
BASIC5000_0101,bas50000101
BASIC5000_2716,bas50002716
BASIC5000_4367,bas50004367
BASIC5000_3408,bas50003408
BASIC5000_4401,bas50004401
BASIC5000_2070,bas50002070
BASIC5000_1579,bas50001579
BASIC5000_0667,bas50000667
BASIC5000_3346,bas50003346
BASIC5000_4429,bas50004429
BASIC5000_2058,bas50002058
BASIC5000_1551,bas50001551
BASIC5000_0897,bas50000897
BASIC5000_0129,bas50000129
BASIC5000_1237,bas50001237
BASIC5000_3420,bas50003420
BASIC5000_3434,bas50003434
BASIC5000_1223,bas50001223
BASIC5000_1545,bas50001545
BASIC5000_0883,bas50000883
BASIC5000_3352,bas50003352
BASIC5000_0868,bas50000868
BASIC5000_2919,bas50002919
BASIC5000_1592,bas50001592
BASIC5000_0854,bas50000854
BASIC5000_3385,bas50003385
BASIC5000_2925,bas50002925
BASIC5000_4398,bas50004398
BASIC5000_2931,bas50002931
BASIC5000_3391,bas50003391
BASIC5000_0698,bas50000698
BASIC5000_1586,bas50001586
BASIC5000_0840,bas50000840
BASIC5000_1009,bas50001009
BASIC5000_0317,bas50000317
BASIC5000_4171,bas50004171
BASIC5000_2500,bas50002500
BASIC5000_2266,bas50002266
BASIC5000_4617,bas50004617
BASIC5000_3178,bas50003178
BASIC5000_0471,bas50000471
BASIC5000_0465,bas50000465
BASIC5000_2272,bas50002272
BASIC5000_4603,bas50004603
BASIC5000_4165,bas50004165
BASIC5000_2514,bas50002514
BASIC5000_0303,bas50000303
BASIC5000_3622,bas50003622
BASIC5000_1035,bas50001035
BASIC5000_1753,bas50001753
BASIC5000_3144,bas50003144
BASIC5000_3150,bas50003150
BASIC5000_0459,bas50000459
BASIC5000_1747,bas50001747
BASIC5000_1021,bas50001021
BASIC5000_3636,bas50003636
BASIC5000_4159,bas50004159
BASIC5000_2528,bas50002528
BASIC5000_3805,bas50003805
BASIC5000_1974,bas50001974
BASIC5000_4818,bas50004818
BASIC5000_1960,bas50001960
BASIC5000_3811,bas50003811
BASIC5000_3839,bas50003839
BASIC5000_3187,bas50003187
BASIC5000_2299,bas50002299
BASIC5000_4830,bas50004830
BASIC5000_1790,bas50001790
BASIC5000_1948,bas50001948
BASIC5000_1784,bas50001784
BASIC5000_3193,bas50003193
BASIC5000_4824,bas50004824
BASIC5000_0263,bas50000263
BASIC5000_2474,bas50002474
BASIC5000_4005,bas50004005
BASIC5000_4763,bas50004763
BASIC5000_2312,bas50002312
BASIC5000_0505,bas50000505
BASIC5000_0511,bas50000511
BASIC5000_3018,bas50003018
BASIC5000_4777,bas50004777
BASIC5000_2306,bas50002306
BASIC5000_2460,bas50002460
BASIC5000_4011,bas50004011
BASIC5000_0277,bas50000277
BASIC5000_1169,bas50001169
BASIC5000_2448,bas50002448
BASIC5000_4039,bas50004039
BASIC5000_3756,bas50003756
BASIC5000_1141,bas50001141
BASIC5000_1627,bas50001627
BASIC5000_0539,bas50000539
BASIC5000_3030,bas50003030
BASIC5000_4987,bas50004987
BASIC5000_3024,bas50003024
BASIC5000_4993,bas50004993
BASIC5000_1633,bas50001633
BASIC5000_1155,bas50001155
BASIC5000_3742,bas50003742
BASIC5000_3971,bas50003971
BASIC5000_1800,bas50001800
BASIC5000_4978,bas50004978
BASIC5000_1814,bas50001814
BASIC5000_3965,bas50003965
BASIC5000_1182,bas50001182
BASIC5000_3795,bas50003795
BASIC5000_4944,bas50004944
BASIC5000_1828,bas50001828
BASIC5000_4950,bas50004950
BASIC5000_4788,bas50004788
BASIC5000_3781,bas50003781
BASIC5000_3959,bas50003959
BASIC5000_1196,bas50001196
BASIC5000_0288,bas50000288
BASIC5000_0707,bas50000707
BASIC5000_1419,bas50001419
BASIC5000_2110,bas50002110
BASIC5000_4561,bas50004561
BASIC5000_3568,bas50003568
BASIC5000_4207,bas50004207
BASIC5000_2676,bas50002676
BASIC5000_0061,bas50000061
BASIC5000_0075,bas50000075
BASIC5000_4213,bas50004213
BASIC5000_2662,bas50002662
BASIC5000_2104,bas50002104
BASIC5000_4575,bas50004575
BASIC5000_0713,bas50000713
BASIC5000_3232,bas50003232
BASIC5000_1425,bas50001425
BASIC5000_1343,bas50001343
BASIC5000_3554,bas50003554
BASIC5000_2892,bas50002892
BASIC5000_3540,bas50003540
BASIC5000_2886,bas50002886
BASIC5000_1357,bas50001357
BASIC5000_0049,bas50000049
BASIC5000_1431,bas50001431
BASIC5000_2138,bas50002138
BASIC5000_4549,bas50004549
BASIC5000_3226,bas50003226
BASIC5000_2879,bas50002879
BASIC5000_0908,bas50000908
BASIC5000_0920,bas50000920
BASIC5000_2689,bas50002689
BASIC5000_3597,bas50003597
BASIC5000_2851,bas50002851
BASIC5000_1380,bas50001380
BASIC5000_1394,bas50001394
BASIC5000_3583,bas50003583
BASIC5000_2845,bas50002845
BASIC5000_0934,bas50000934
BASIC5000_2844,bas50002844
BASIC5000_3582,bas50003582
BASIC5000_1395,bas50001395
BASIC5000_0935,bas50000935
BASIC5000_0921,bas50000921
BASIC5000_1381,bas50001381
BASIC5000_2850,bas50002850
BASIC5000_3596,bas50003596
BASIC5000_2688,bas50002688
BASIC5000_2878,bas50002878
BASIC5000_0909,bas50000909
BASIC5000_0048,bas50000048
BASIC5000_1356,bas50001356
BASIC5000_2887,bas50002887
BASIC5000_3541,bas50003541
BASIC5000_3227,bas50003227
BASIC5000_4548,bas50004548
BASIC5000_2139,bas50002139
BASIC5000_1430,bas50001430
BASIC5000_1424,bas50001424
BASIC5000_3233,bas50003233
BASIC5000_2893,bas50002893
BASIC5000_3555,bas50003555
BASIC5000_1342,bas50001342
BASIC5000_2663,bas50002663
BASIC5000_4212,bas50004212
BASIC5000_0074,bas50000074
BASIC5000_0712,bas50000712
BASIC5000_4574,bas50004574
BASIC5000_2105,bas50002105
BASIC5000_4560,bas50004560
BASIC5000_2111,bas50002111
BASIC5000_1418,bas50001418
BASIC5000_0706,bas50000706
BASIC5000_0060,bas50000060
BASIC5000_2677,bas50002677
BASIC5000_4206,bas50004206
BASIC5000_3569,bas50003569
BASIC5000_4789,bas50004789
BASIC5000_4951,bas50004951
BASIC5000_1829,bas50001829
BASIC5000_0289,bas50000289
BASIC5000_1197,bas50001197
BASIC5000_3958,bas50003958
BASIC5000_3780,bas50003780
BASIC5000_3794,bas50003794
BASIC5000_1183,bas50001183
BASIC5000_4945,bas50004945
BASIC5000_1815,bas50001815
BASIC5000_3964,bas50003964
BASIC5000_3970,bas50003970
BASIC5000_4979,bas50004979
BASIC5000_1801,bas50001801
BASIC5000_1632,bas50001632
BASIC5000_4992,bas50004992
BASIC5000_3025,bas50003025
BASIC5000_3743,bas50003743
BASIC5000_1154,bas50001154
BASIC5000_1140,bas50001140
BASIC5000_3757,bas50003757
BASIC5000_4038,bas50004038
BASIC5000_2449,bas50002449
BASIC5000_4986,bas50004986
BASIC5000_3031,bas50003031
BASIC5000_0538,bas50000538
BASIC5000_1626,bas50001626
BASIC5000_2307,bas50002307
BASIC5000_4776,bas50004776
BASIC5000_3019,bas50003019
BASIC5000_0510,bas50000510
BASIC5000_1168,bas50001168
BASIC5000_0276,bas50000276
BASIC5000_4010,bas50004010
BASIC5000_2461,bas50002461
BASIC5000_4004,bas50004004
BASIC5000_2475,bas50002475
BASIC5000_0262,bas50000262
BASIC5000_0504,bas50000504
BASIC5000_2313,bas50002313
BASIC5000_4762,bas50004762
BASIC5000_4825,bas50004825
BASIC5000_3192,bas50003192
BASIC5000_1785,bas50001785
BASIC5000_3838,bas50003838
BASIC5000_1949,bas50001949
BASIC5000_1791,bas50001791
BASIC5000_4831,bas50004831
BASIC5000_2298,bas50002298
BASIC5000_3186,bas50003186
BASIC5000_1961,bas50001961
BASIC5000_4819,bas50004819
BASIC5000_3810,bas50003810
BASIC5000_3804,bas50003804
BASIC5000_1975,bas50001975
BASIC5000_1746,bas50001746
BASIC5000_0458,bas50000458
BASIC5000_3151,bas50003151
BASIC5000_2529,bas50002529
BASIC5000_4158,bas50004158
BASIC5000_3637,bas50003637
BASIC5000_1020,bas50001020
BASIC5000_1034,bas50001034
BASIC5000_3623,bas50003623
BASIC5000_3145,bas50003145
BASIC5000_1752,bas50001752
BASIC5000_4602,bas50004602
BASIC5000_2273,bas50002273
BASIC5000_0464,bas50000464
BASIC5000_0302,bas50000302
BASIC5000_2515,bas50002515
BASIC5000_4164,bas50004164
BASIC5000_2501,bas50002501
BASIC5000_4170,bas50004170
BASIC5000_0316,bas50000316
BASIC5000_1008,bas50001008
BASIC5000_0470,bas50000470
BASIC5000_3179,bas50003179
BASIC5000_4616,bas50004616
BASIC5000_2267,bas50002267
BASIC5000_2930,bas50002930
BASIC5000_4399,bas50004399
BASIC5000_0841,bas50000841
BASIC5000_1587,bas50001587
BASIC5000_0699,bas50000699
BASIC5000_3390,bas50003390
BASIC5000_3384,bas50003384
BASIC5000_0855,bas50000855
BASIC5000_1593,bas50001593
BASIC5000_2924,bas50002924
BASIC5000_0869,bas50000869
BASIC5000_2918,bas50002918
BASIC5000_1222,bas50001222
BASIC5000_3435,bas50003435
BASIC5000_3353,bas50003353
BASIC5000_0882,bas50000882
BASIC5000_1544,bas50001544
BASIC5000_0896,bas50000896
BASIC5000_1550,bas50001550
BASIC5000_2059,bas50002059
BASIC5000_4428,bas50004428
BASIC5000_3347,bas50003347
BASIC5000_3421,bas50003421
BASIC5000_1236,bas50001236
BASIC5000_0128,bas50000128
BASIC5000_3409,bas50003409
BASIC5000_4366,bas50004366
BASIC5000_2717,bas50002717
BASIC5000_0100,bas50000100
BASIC5000_0666,bas50000666
BASIC5000_1578,bas50001578
BASIC5000_2071,bas50002071
BASIC5000_4400,bas50004400
BASIC5000_2065,bas50002065
BASIC5000_4414,bas50004414
